Link,Company Name,Title,Date,PDF Urls
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/455_91522_2020_oneinfo/detail.html?lang=it?lang=en,ACOTEL GROUP,Relazione semestrale al 30 Giugno 2020,29/09/2020 20:15,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/455_91522_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/20110_91519_2020_oneinfo/detail.html?lang=it?lang=en,Capital For Progress Single Investment S.p.A.,Relazione Semestrale al 30 Giugno 2020,29/09/2020 19:21,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/20110_91519_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239956/detail.html?lang=it?lang=en,PRISMI,Pubblicazione Relazione finanziaria semestrale al 30 giugno 2020,29/09/2020 19:01,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239956.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239955/detail.html?lang=it?lang=en,THESPAC S.P.A.,Comunicato a seguito della stipula dell'atto di fusione,29/09/2020 18:58,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239955.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239954/detail.html?lang=it?lang=en,RADICI PIETRO INDUSTRIES & BRANDS S.P.A.,IL C.D.A. DI RADICI PIETRO IND.& BRANDS S.P.A. APPROVA I RISULTATI DEL I SEM. 2020 E CONFERMA LE STIME AL 31 DICEMBRE 2020,29/09/2020 18:53,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239954.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239953/detail.html?lang=it?lang=en,UCAPITAL24 S.P.A.,Perfezionato il conferimento in UCapital24 S.p.A. del 90% delle partecipazioni detenute dai soci di Alphiewealth S.r.l.,29/09/2020 18:50,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239953.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239951/detail.html?lang=it?lang=en,ZUCCHI,CS Semestrale al 30.06.2020,29/09/2020 18:50,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239951.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239952/detail.html?lang=it?lang=en,Shedir Pharma Group S.p.A.,Shedir Pharma Group - Comunicato Stampa_Relazione semestrale consolidata al 30 giugno 2020,29/09/2020 18:50,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239952.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239950/detail.html?lang=it?lang=en,Digital Magics S.p.A.,DIGITAL MAGICS: IL CDA PROPONE LâEMISSIONE DI STRUMENTI FINANZIARI PARTECIPATIVI,29/09/2020 18:49,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239950.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/20094_91514_2020_oneinfo/detail.html?lang=it?lang=en,Fine Foods & Pharmaceuticals N.T.M. S.p.A,THE BOARD OF DIRECTORS APPROVES THE 30 JUNE 2020 HALF-YEAR FINANCIAL REPORT,29/09/2020 18:43,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/20094_91514_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239949/detail.html?lang=it?lang=en,Mediolanum Gestione Fondi SGR,Fondo Mediolanum Real Estate - avviso da pubblicare sui quotidiani,29/09/2020 18:43,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239949.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/20094_91513_2020_oneinfo/detail.html?lang=it?lang=en,Fine Foods & Pharmaceuticals N.T.M. S.p.A,IL CDA APPROVA LA RELAZIONE FINANZIARIA SEMESTRALE AL 30 GIUGNO 2020,29/09/2020 18:39,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/20094_91513_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239948/detail.html?lang=it?lang=en,OFFICINA STELLARE S.P.A.,Cessazione del mandato di Specialist e Analyst Coverage,29/09/2020 18:36,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239948.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/20014_91512_2020_oneinfo/detail.html?lang=it?lang=en,First Capital S.p.A.,Approvazione della Relazione Semestrale al 30 giugno 2020,29/09/2020 18:36,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/20014_91512_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/1925_91511_2020_oneinfo/detail.html?lang=it?lang=en,Banca Farmafactoring S.p.A.,Publication of the updated Articles of Association,29/09/2020 18:33,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/1925_91511_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/419_91509_2020_oneinfo/detail.html?lang=it?lang=en,AS ROMA,Deliberazioni dell�Assemblea degli Azionisti e del Consiglio di Amministrazione di A.S. Roma S.p.A. del 29 settembre 2020,29/09/2020 18:30,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/419_91509_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/530_91506_2020_oneinfo/detail.html?lang=it?lang=en,DAVIDE CAMPARI MILANO NV,Davide Campari-Milano N.V. colloca con successo un�emissione obbligazionaria sul mercato degli Eurobond senza rating da �550 milioni,29/09/2020 18:20,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/530_91506_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/530_91504_2020_oneinfo/detail.html?lang=it?lang=en,DAVIDE CAMPARI MILANO NV,Davide Campari-Milano N.V. successfully placed �550 million unrated bond issue on the Euro market,29/09/2020 18:16,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/530_91504_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239947/detail.html?lang=it?lang=en,DIGITALVALUE S.P.A.,DIGITAL VALUE ACQUISISCE il 51% DI DIMIRA SRL E OTTIENE LA GOLD PARTNERSHIP CISCO,29/09/2020 18:12,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239947.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/20084_91502_2020_oneinfo/detail.html?lang=it?lang=en,SITI - B&T GROUP SPA,Approvata la Relazione Finanziaria Semestrale Consolidata al 30.06.2020,29/09/2020 18:09,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/20084_91502_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239946/detail.html?lang=it?lang=en,BORSA ITALIANA,OPA - Adesioni del 29/09/2020,29/09/2020 18:04,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239946.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239945/detail.html?lang=it?lang=en,ENEL,"Enel informs about the purchase of treasury shares between September 21st and September 25th, 2020 serving the 2020 LTI Plan",29/09/2020 18:04,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239945.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239944/detail.html?lang=it?lang=en,ENEL,Enel: informativa sullâacquisto di azioni proprie a servizio del Piano LTI 2020 effettuato nel periodo dal 21 al 25 settembre 2020,29/09/2020 18:01,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239944.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239943/detail.html?lang=it?lang=en,DANIELI & C.,Comunicazione acquisto azioni ordinarie,29/09/2020 17:55,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239943.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239942/detail.html?lang=it?lang=en,GO internet S.p.A.,CS Relazione Finanziaria Semestrale 2020,29/09/2020 17:54,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239942.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239941/detail.html?lang=it?lang=en,Sesa S.p.A.,Comunicazione acquisto azioni proprie/Update on the implementation of Treasury Shares Buyback Plan period 22.09.20 - 28.09.20,29/09/2020 17:49,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239941.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239940/detail.html?lang=it?lang=en,Leone Film Group S.p.A.,Leone Film Group: Semestrale consolidata al 30.06.2020 e Piano Industriale 2020-2021,29/09/2020 17:46,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239940.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239939/detail.html?lang=it?lang=en,Banco BPM S.p.A.,Change of Corporate Events calendar for 2020,29/09/2020 17:46,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239939.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239938/detail.html?lang=it?lang=en,Banco BPM S.p.A.,Modifica al calendario degli Eventi Societari per il 2020,29/09/2020 17:44,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239938.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239937/detail.html?lang=it?lang=en,UniCredit Bank AG,UniCredit - Comunicazione modifica RMF,29/09/2020 17:38,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239937.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239936/detail.html?lang=it?lang=en,Banco BPM S.p.A.,Eligibility requirements fulfilled for the office of Standing statutory auditor of Banco BPM S.p.A.,29/09/2020 17:37,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239936.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239935/detail.html?lang=it?lang=en,Banco BPM S.p.A.,Verificati i requisiti di idoneitÃ  alla carica di Sindaco effettivo di Banco BPM S.p.A.,29/09/2020 17:36,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239935.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239934/detail.html?lang=it?lang=en,CEMENTIR HOLDING,Partecipazione allâevento âVirtual STAR Conference 2020 Fall Editionâ organizzato da Borsa Italiana,29/09/2020 17:31,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239934.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239933/detail.html?lang=it?lang=en,CEMENTIR HOLDING,Participation in the event âVirtual STAR Conference 2020 Fall editionâ organized by Borsa Italiana,29/09/2020 17:30,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239933.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239931/detail.html?lang=it?lang=en,BANCA POPOLARE DI SONDRIO,INTERNAL DEALING,29/09/2020 16:21,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239931.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/523_91500_2020_oneinfo/detail.html?lang=it?lang=en,BIESSE,Mrs. Vanini discharge,29/09/2020 16:16,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/523_91500_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239930/detail.html?lang=it?lang=en,BANCA POPOLARE DI SONDRIO,INTERNAL DEALING,29/09/2020 16:16,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239930.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/523_91499_2020_oneinfo/detail.html?lang=it?lang=en,BIESSE,Dimissioni Dr.ssa Vanini,29/09/2020 16:14,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/523_91499_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239929/detail.html?lang=it?lang=en,BANCA POPOLARE DI SONDRIO,INTERNAL DEALING,29/09/2020 16:08,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239929.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239928/detail.html?lang=it?lang=en,BANCA POPOLARE DI SONDRIO,INTERNAL DEALING,29/09/2020 15:54,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239928.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239927/detail.html?lang=it?lang=en,BANCA CARIGE,5M20,29/09/2020 15:44,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239927.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239926/detail.html?lang=it?lang=en,BARCLAYS BANK PLC,IT0006716556 CEDOLA 22102021,29/09/2020 15:38,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239926.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239925/detail.html?lang=it?lang=en,ALERION CLEANPOWER,Alerion:Internal Dealing,29/09/2020 15:25,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239925.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239924/detail.html?lang=it?lang=en,CFT S.p.A.,"CFT S.p.A. The BoD approved the half-year financial report at June 30, 2020",29/09/2020 15:07,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239924.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/1546_91498_2020_oneinfo/detail.html?lang=it?lang=en,CNH INDUSTRIAL N.V.,CNH Industrial announces subsidiary notes offering,29/09/2020 15:03,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/1546_91498_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239923/detail.html?lang=it?lang=en,Mediolanum Gestione Fondi SGR,Fondo Mediolanum Real Estate - Proroga della durata del Fondo,29/09/2020 15:02,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239923.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239921/detail.html?lang=it?lang=en,Vetrya S.p.A.,"VETRYA: il CDA di Vetrya approva i dati finanziari consolidati al 30 giugno 2020. Con lâeffetto dellâemergenza Covid-19, ricavi totali pari a 21,50 ml",29/09/2020 15:01,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239921.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239922/detail.html?lang=it?lang=en,CFT S.p.A.,CFT S.p.A. Il CDA approva approva i dati finanziari al 30 giugno 2020,29/09/2020 15:01,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239922.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/1546_91497_2020_oneinfo/detail.html?lang=it?lang=en,CNH INDUSTRIAL N.V.,CNH Industrial annuncia una emissione obbligazionaria da parte di una sua controllata,29/09/2020 15:01,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/1546_91497_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239920/detail.html?lang=it?lang=en,SALCEF GROUP S.P.A.,Informativa relativa alle operazioni su azioni proprie,29/09/2020 14:37,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239920.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239919/detail.html?lang=it?lang=en,Elettra Investimenti S.p.A.,Apertura sesto periodo esercizio warrant,29/09/2020 14:22,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239919.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239918/detail.html?lang=it?lang=en,DBA Group SpA,DBA GROUP: IL CONSIGLIO DI AMMINISTRAZIONE APPROVA I RISULTATI CONSOLIDATI AL 30 GIUGNO 2020,29/09/2020 14:16,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239918.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239917/detail.html?lang=it?lang=en,BASTOGI,Il CdA approva la relazione finanziaria semestrale al 30 giugno 2020,29/09/2020 13:24,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239917.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239930/detail.html?lang=it?lang=en,BANCA POPOLARE DI SONDRIO,INTERNAL DEALING,29/09/2020 16:16,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239930.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/523_91499_2020_oneinfo/detail.html?lang=it?lang=en,BIESSE,Dimissioni Dr.ssa Vanini,29/09/2020 16:14,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/523_91499_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239929/detail.html?lang=it?lang=en,BANCA POPOLARE DI SONDRIO,INTERNAL DEALING,29/09/2020 16:08,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239929.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239928/detail.html?lang=it?lang=en,BANCA POPOLARE DI SONDRIO,INTERNAL DEALING,29/09/2020 15:54,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239928.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239927/detail.html?lang=it?lang=en,BANCA CARIGE,5M20,29/09/2020 15:44,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239927.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239926/detail.html?lang=it?lang=en,BARCLAYS BANK PLC,IT0006716556 CEDOLA 22102021,29/09/2020 15:38,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239926.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239925/detail.html?lang=it?lang=en,ALERION CLEANPOWER,Alerion:Internal Dealing,29/09/2020 15:25,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239925.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239924/detail.html?lang=it?lang=en,CFT S.p.A.,"CFT S.p.A. The BoD approved the half-year financial report at June 30, 2020",29/09/2020 15:07,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239924.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/1546_91498_2020_oneinfo/detail.html?lang=it?lang=en,CNH INDUSTRIAL N.V.,CNH Industrial announces subsidiary notes offering,29/09/2020 15:03,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/1546_91498_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239923/detail.html?lang=it?lang=en,Mediolanum Gestione Fondi SGR,Fondo Mediolanum Real Estate - Proroga della durata del Fondo,29/09/2020 15:02,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239923.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239921/detail.html?lang=it?lang=en,Vetrya S.p.A.,"VETRYA: il CDA di Vetrya approva i dati finanziari consolidati al 30 giugno 2020. Con lâeffetto dellâemergenza Covid-19, ricavi totali pari a 21,50 ml",29/09/2020 15:01,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239921.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239922/detail.html?lang=it?lang=en,CFT S.p.A.,CFT S.p.A. Il CDA approva approva i dati finanziari al 30 giugno 2020,29/09/2020 15:01,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239922.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/1546_91497_2020_oneinfo/detail.html?lang=it?lang=en,CNH INDUSTRIAL N.V.,CNH Industrial annuncia una emissione obbligazionaria da parte di una sua controllata,29/09/2020 15:01,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/1546_91497_2020_oneinfo.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239920/detail.html?lang=it?lang=en,SALCEF GROUP S.P.A.,Informativa relativa alle operazioni su azioni proprie,29/09/2020 14:37,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239920.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239919/detail.html?lang=it?lang=en,Elettra Investimenti S.p.A.,Apertura sesto periodo esercizio warrant,29/09/2020 14:22,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239919.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239918/detail.html?lang=it?lang=en,DBA Group SpA,DBA GROUP: IL CONSIGLIO DI AMMINISTRAZIONE APPROVA I RISULTATI CONSOLIDATI AL 30 GIUGNO 2020,29/09/2020 14:16,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239918.html
https://www.borsaitaliana.it/borsa/notizie/price-sensitive/239917/detail.html?lang=it?lang=en,BASTOGI,Il CdA approva la relazione finanziaria semestrale al 30 giugno 2020,29/09/2020 13:24,https://www.borsaitaliana.it/borsa/notizie/price-sensitive/download/239917.html
